url,authors,section,title,year
https://mindmodeling.org/cogsci2011/papers/0073/index.html,"Q. Vera Liao, Wai-Tat Fu","Thu 13:40 - Processing complex information and inference (13:40, Thu Jul 21)",Effects of Aging and Individual Differences on Credibility Judgment of Online Health Information,2011
https://mindmodeling.org/cogsci2011/papers/0074/index.html,"Vicky Tzuyin Lai, Peter Hagoort, Daniel Casasanto","Thu 13:40 - Emotions from physical states to social interactions (13:40, Thu Jul 21)",Affective and Non-affective Meaning in Words and Pictures,2011
https://mindmodeling.org/cogsci2011/papers/0075/index.html,"Celso de Melo, Peter Carnevale, Jonathan Gratch","Thu 13:40 - Emotions from physical states to social interactions (13:40, Thu Jul 21)",Reverse Appraisal: Inferring from Emotion Displays who is the Cooperator and the Competitor in a Social Dilemma,2011
https://mindmodeling.org/cogsci2011/papers/0076/index.html,Sidney D'Mello,"Thu 13:40 - Emotions from physical states to social interactions (13:40, Thu Jul 21)",Dynamical Emotions: Bodily Dynamics of Affect during Problem Solving,2011
https://mindmodeling.org/cogsci2011/papers/0077/index.html,Jean-Louis Dessalles,"Thu 13:40 - Emotions from physical states to social interactions (13:40, Thu Jul 21)",Simplicity Effects in the Experience of Near-Miss,2011
https://mindmodeling.org/cogsci2011/papers/0078/index.html,"David Barner, Neon Brooks, Michael Frank, Elizabet Spaepen","Thu 15:10 - Symposium: Place holder structure and numerical computation (15:10, Thu Jul 21)",Placeholder structure and numerical computation,2011
https://mindmodeling.org/cogsci2011/papers/0079/index.html,"Alexander Kranjec, Prin Amorapanth, Anjan Chatterjee","Thu 15:10 - Spatial representation (15:10, Thu Jul 21)",The Schematic Representation of Spatial Relations: Evidence from Group and Single-Case Lesion Studies,2011
https://mindmodeling.org/cogsci2011/papers/0080/index.html,"Elena Andonova, Kenny R. Coventry","Thu 15:10 - Spatial representation (15:10, Thu Jul 21)",Priming Spatial Perspective,2011
https://mindmodeling.org/cogsci2011/papers/0081/index.html,Wai Yeap,"Thu 15:10 - Spatial representation (15:10, Thu Jul 21)",A computational theory of human perceptual mapping,2011
https://mindmodeling.org/cogsci2011/papers/0082/index.html,"Nicolas Davidenko, Stephen Flusberg","Thu 15:10 - Spatial representation (15:10, Thu Jul 21)",Beyond the retina: Evidence for a face inversion effect in the environmental frame of reference,2011
https://mindmodeling.org/cogsci2011/papers/0083/index.html,"Stephanie Denison, Christie Reed, Fei Xu","Thu 15:10 - Modeling child cognition (15:10, Thu Jul 21)",The emergence of probabilistic reasoning in very young infants,2011
https://mindmodeling.org/cogsci2011/papers/0084/index.html,"David Pfeiffer, Heidi Kloos, Daniel Bullard","Thu 15:10 - Modeling child cognition (15:10, Thu Jul 21)",Learning to Balance a Beam: The Effect of Instability,2011
https://mindmodeling.org/cogsci2011/papers/0085/index.html,"Jean-Pierre Thibaut, Robert M. French, Angélique Missault, Yannick Gerard, Yannick Glady","Thu 15:10 - Modeling child cognition (15:10, Thu Jul 21)",In the Eyes of the Beholder: What Eye-Tracking Reveals About Analogy-Making Strategies in Children and Adults,2011
https://mindmodeling.org/cogsci2011/papers/0086/index.html,"Raedy Ping, Kristin Ratliff, Elizabeth Hickey, Susan Levine","Thu 15:10 - Modeling child cognition (15:10, Thu Jul 21)",Using Manual Rotation and Gesture to Improve Mental Rotation in Preschoolers,2011
https://mindmodeling.org/cogsci2011/papers/0087/index.html,"Mark Blokpoel, Johan Kwisthout, Todd Wareham, Pim Haselager, Ivan Toni, Iris van Rooij","Thu 15:10 - Communication and evolution of language (15:10, Thu Jul 21)",The computational costs of recipient design and intention recognition in communication,2011
https://mindmodeling.org/cogsci2011/papers/0088/index.html,Gregory Mills,"Thu 15:10 - Communication and evolution of language (15:10, Thu Jul 21)",The emergence of procedural conventions in dialogue,2011
https://mindmodeling.org/cogsci2011/papers/0089/index.html,"Amy Perfors, Daniel Navarro","Thu 15:10 - Communication and evolution of language (15:10, Thu Jul 21)",Language evolution is shaped by the structure of the world: An iterated learning analysis,2011
https://mindmodeling.org/cogsci2011/papers/0090/index.html,"Tessa Verhoef, Simon Kirby, Carol Padden","Thu 15:10 - Communication and evolution of language (15:10, Thu Jul 21)",Cultural emergence of combinatorial structure in an artificial whistled language,2011
https://mindmodeling.org/cogsci2011/papers/0091/index.html,"Uli Grasemann, Ralph Hoffman, Risto Miikkulainen","Thu 15:10 - Computational models of language comprehension (15:10, Thu Jul 21)",Modeling Acute and Compensated Language Disturbance in Schizophrenia,2011
https://mindmodeling.org/cogsci2011/papers/0092/index.html,Jerry Ball,"Thu 15:10 - Computational models of language comprehension (15:10, Thu Jul 21)",A Pseudo-Deterministic Model of Human Language Processing,2011
https://mindmodeling.org/cogsci2011/papers/0093/index.html,William Schuler,"Thu 15:10 - Computational models of language comprehension (15:10, Thu Jul 21)",Effects of Filler-gap Dependencies Working Memory Requirements for Parsing,2011
https://mindmodeling.org/cogsci2011/papers/0094/index.html,"Gideon Borensztajn, Willem Zuidema","Thu 15:10 - Computational models of language comprehension (15:10, Thu Jul 21)",Episodic grammar: a computational model of the interaction between episodic and semantic memory in language processing,2011
https://mindmodeling.org/cogsci2011/papers/0095/index.html,"Charles Kemp, Faye Han, Alan Jern","Thu 15:10 - Measuring concepts and categories (15:10, Thu Jul 21)",Concept Learning and Modal Reasoning,2011
https://mindmodeling.org/cogsci2011/papers/0096/index.html,"Barbara Malt, Eef Ameel, Silvia Gennari, Mutsumi Imai, Noburo Saji, Asifa Majid","Thu 15:10 - Measuring concepts and categories (15:10, Thu Jul 21)",Do words reveal concepts?,2011
https://mindmodeling.org/cogsci2011/papers/0097/index.html,"Barbara Bazzanella, Paolo Bouquet","Thu 15:10 - Measuring concepts and categories (15:10, Thu Jul 21)",Associative and Categorical Priming in Recognition of Individuals,2011
https://mindmodeling.org/cogsci2011/papers/0098/index.html,"Wouter Voorspoels, Gert Storms, Wolf Vanpaemel","Thu 15:10 - Measuring concepts and categories (15:10, Thu Jul 21)",Contrast in natural language concepts: An exemplar-based approach,2011
https://mindmodeling.org/cogsci2011/papers/0099/index.html,"Sarah Dolscheid, Shakila Shayan, Asifa Majid, Daniel Casasanto","Thu 15:10 - Perceptual processes (15:10, Thu Jul 21)",The Thickness of Musical Pitch:  Psychophysical evidence for the Whorfian hypothesis,2011
https://mindmodeling.org/cogsci2011/papers/0100/index.html,"Dinis Gokaydin, Anna Ma-Wyatt, Daniel Navarro, Amy Perfors","Thu 15:10 - Perceptual processes (15:10, Thu Jul 21)",Humans use different statistics for sequence analysis depending on the task,2011
https://mindmodeling.org/cogsci2011/papers/0101/index.html,"Robert Thomson, Guy Lacroix","Thu 15:10 - Perceptual processes (15:10, Thu Jul 21)",Examining the Role of Object Size in Judgments of Lateral Separation,2011
https://mindmodeling.org/cogsci2011/papers/0102/index.html,"Khanh-Phuong Thai, Mettler Everett, Kellman Philip","Thu 15:10 - Perceptual processes (15:10, Thu Jul 21)","Basic Information Processing Effects from Perceptual Learning in Complex, Real-World Domains",2011
https://mindmodeling.org/cogsci2011/papers/0104/index.html,"Walter Talbott, Ian Fasel, Javier Molina, Virginia de Sa, Javier Movellan","Thu 18:45 - Posters (18:45, Thu Jul 21)",Coordinating Touch and Vision to Learn What Objects Look Like,2011
https://mindmodeling.org/cogsci2011/papers/0105/index.html,"Nicolás Oberholzer, Máximo Trench, Ricardo Minervino","Thu 18:45 - Posters (18:45, Thu Jul 21)",When Lighting a Candle Becomes a Superstition: Analogical Recategorization through the Application of Relational Categories,2011
https://mindmodeling.org/cogsci2011/papers/0106/index.html,"Georgi Petkov, Ivan Vankov, Boicho Kokinov","Thu 18:45 - Posters (18:45, Thu Jul 21)","Unifying Deduction, Induction, and Analogy by the AMBR Model",2011
https://mindmodeling.org/cogsci2011/papers/0107/index.html,"Ahnate Lim, Scott Sinnett","Thu 18:45 - Posters (18:45, Thu Jul 21)","Exploring Visual Attention in Musicians: Temporal, Spatial and Capacity Considerations",2011
https://mindmodeling.org/cogsci2011/papers/0108/index.html,"Tomer Ullman, Noah Goodman, Josh Tenenbaum","Thu 18:45 - Posters (18:45, Thu Jul 21)",Forward Physics: How people learn and generalize novel dynamical models,2011
https://mindmodeling.org/cogsci2011/papers/0109/index.html,"Afra Alishahi, Pirita Pirita Pyykkönen","Thu 18:45 - Posters (18:45, Thu Jul 21)",The Onset of Syntactic Bootstrapping in Word Learning: Evidence from a Computational Study,2011
https://mindmodeling.org/cogsci2011/papers/0110/index.html,"Catherine Havasi, Robert Speer","Thu 18:45 - Posters (18:45, Thu Jul 21)",Modeling Verb Lexicalization Biases using Hierarchical Bayesian Models,2011
https://mindmodeling.org/cogsci2011/papers/0111/index.html,"Jenn-Yeu Chen, Bishan Liang, Padraig G. OSeaghdha, Xishan Huang","Thu 18:45 - Posters (18:45, Thu Jul 21)","English and Mandarin Speakers May Think about Time Differently, but for a Different Reason",2011
https://mindmodeling.org/cogsci2011/papers/0112/index.html,Sang Bok Lee,"Thu 18:45 - Posters (18:45, Thu Jul 21)",Dreaming Cogniton and Acculturation Processes,2011
https://mindmodeling.org/cogsci2011/papers/0113/index.html,"Brent Strickland, Matt Fischer, Elodie Peyroux, Frank Keil","Thu 18:45 - Posters (18:45, Thu Jul 21)",Syntactic Biases in Intentionality Judgments,2011
https://mindmodeling.org/cogsci2011/papers/0114/index.html,"Alexandra Clifford, Paul T. Sowden, Ian R.L. Davies","Thu 18:45 - Posters (18:45, Thu Jul 21)",Color Language Does Not Affect Chromatic Thresholds,2011
https://mindmodeling.org/cogsci2011/papers/0115/index.html,"Ava Santos, Lawrence Barsalou","Thu 18:45 - Posters (18:45, Thu Jul 21)",The Significance of Memory Retrieval in Perceptual Interference,2011
https://mindmodeling.org/cogsci2011/papers/0116/index.html,Hongbo Chen,"Thu 18:45 - Posters (18:45, Thu Jul 21)",A Study of the Pragmatic Prototypical Categories of Rhetorical Questions,2011
https://mindmodeling.org/cogsci2011/papers/0117/index.html,"Steven Verheyen, Gert Storms","Thu 18:45 - Posters (18:45, Thu Jul 21)",Towards a Categorization-Based Model of Similarity,2011
https://mindmodeling.org/cogsci2011/papers/0118/index.html,"Sergio Chaigneau, Cristián Coo, Vicente Soto","Thu 18:45 - Posters (18:45, Thu Jul 21)",Credibility of Stories about Design History,2011
https://mindmodeling.org/cogsci2011/papers/0119/index.html,Seth Chin-Parker,"Thu 18:45 - Posters (18:45, Thu Jul 21)",What Varying the Learning Task and Category Structure Reveals About Inference Learning,2011
https://mindmodeling.org/cogsci2011/papers/0120/index.html,"Kimery R. Levering, Kenneth J. Kurtz","Thu 18:45 - Posters (18:45, Thu Jul 21)",Observational Category Learning as a Path to More Robust Generative Knowledge,2011
https://mindmodeling.org/cogsci2011/papers/0121/index.html,"Clare Sims, Eliana Colunga","Thu 18:45 - Posters (18:45, Thu Jul 21)",Perceptual and Conceptual Cues in Classification and Inference Tasks,2011
https://mindmodeling.org/cogsci2011/papers/0122/index.html,"Graham Silk-Eglit, Kenneth Kurtz","Thu 18:45 - Posters (18:45, Thu Jul 21)",Types of Cognitive Content and the Role of Relational Processing in the Illusion of Explanatory Depth,2011
https://mindmodeling.org/cogsci2011/papers/0123/index.html,"Nathaniel Blanco, Todd Gureckis","Thu 18:45 - Posters (18:45, Thu Jul 21)",Does Category Labeling Lead to Forgetting?,2011
https://mindmodeling.org/cogsci2011/papers/0124/index.html,Ulrik Lyngs,"Thu 18:45 - Posters (18:45, Thu Jul 21)",Priming Effects of Religious Concepts on Moral Judgment: Between Mean Values and Variation,2011
https://mindmodeling.org/cogsci2011/papers/0125/index.html,"Terrence Stewart, Chris Eliasmith","Thu 18:45 - Posters (18:45, Thu Jul 21)",Neural Cognitive Modelling:  A Biologically Constrained Spiking Neuron Model of the Tower of Hanoi Task,2011
https://mindmodeling.org/cogsci2011/papers/0126/index.html,Brian Colder,"Thu 18:45 - Posters (18:45, Thu Jul 21)",Implementation of a Prediction-Based Cognitive Framework,2011
https://mindmodeling.org/cogsci2011/papers/0127/index.html,"Joan Peskin, Carly Prusky, Julie Comay","Thu 18:45 - Posters (18:45, Thu Jul 21)",Representations of knowledge states when writing: Keeping the readers mind in mind,2011
https://mindmodeling.org/cogsci2011/papers/0128/index.html,"Kristen Swan, Natasha Kirkham","Thu 18:45 - Posters (18:45, Thu Jul 21)",Extracting statistical relations from noisy visual scenes,2011
https://mindmodeling.org/cogsci2011/papers/0129/index.html,"Andrew G. Young, Sunae Kim, Charles W. Kalish","Thu 18:45 - Posters (18:45, Thu Jul 21)",Incomplete sampling leads to broader category generalizations in preschoolers,2011
https://mindmodeling.org/cogsci2011/papers/0130/index.html,"Jordan Thevenow-Harrison, Charles Kalish","Thu 18:45 - Posters (18:45, Thu Jul 21)",What Can You Learn From A Deceptive Teacher? Sample But Not Population Statistics,2011
https://mindmodeling.org/cogsci2011/papers/0131/index.html,"Marina Bedny, Hilary Richardson, Rebecca Saxe","Thu 18:45 - Posters (18:45, Thu Jul 21)",Experience Modifies Neural Basis of Language: Evidence from Early-Blind Children,2011
https://mindmodeling.org/cogsci2011/papers/0132/index.html,"Joanne Lee, Donna Kotsopoulos, Samantha Makosz, Anupreet Tumber","Thu 18:45 - Posters (18:45, Thu Jul 21)",The role of adult input on numeracy development,2011
https://mindmodeling.org/cogsci2011/papers/0133/index.html,Charles Kalish,"Thu 18:45 - Posters (18:45, Thu Jul 21)",Do children and adults learn forward and inverse conditional probabilities together?,2011
https://mindmodeling.org/cogsci2011/papers/0134/index.html,"Bryan Matlen, Anna Fisher, Karrie Godwin","Thu 18:45 - Posters (18:45, Thu Jul 21)",The Influence of Co-occurrence Probability on Knowledge Generalization in Preschool-Age Children,2011
https://mindmodeling.org/cogsci2011/papers/0135/index.html,"Cathy Yun, Amanda Havard, Dale Farran, Mark Lipsey, Carol Bilbrey, Kerry Hofer","Thu 18:45 - Posters (18:45, Thu Jul 21)",Subitizing and Mathematics Performance in Early Childhood,2011
https://mindmodeling.org/cogsci2011/papers/0136/index.html,"Swetha Dravida, Marina Bedny, Rebecca Saxe","Thu 18:45 - Posters (18:45, Thu Jul 21)",Neural Basis of Event Words,2011
https://mindmodeling.org/cogsci2011/papers/0137/index.html,Anjan Chatterjee,"Thu 09:00 - Keynote: Anjan Chatterjee (09:00, Thu Jul 21)","Space, Time and Causality: Some Neural Observations",2011
https://mindmodeling.org/cogsci2011/papers/0137/index.html,Anjan Chatterjee,"Thu 18:45 - Posters (18:45, Thu Jul 21)","Space, Time and Causality: Some Neural Observations",2011
https://mindmodeling.org/cogsci2011/papers/0138/index.html,"Joshua Lewis, Patrick Trinh, David Kirsh","Thu 18:45 - Posters (18:45, Thu Jul 21)",A Corpus Analysis of Strategy Video Game Play in Starcraft: Brood War,2011
https://mindmodeling.org/cogsci2011/papers/0139/index.html,"Rebecca Albrecht, Sven Brüssow, Christoph Kaller, Marco Ragni","Thu 18:45 - Posters (18:45, Thu Jul 21)",Using a Cognitive Model for an In-Depth Analysis of the Tower of London,2011
https://mindmodeling.org/cogsci2011/papers/0140/index.html,"Hansjörg Neth, Simeon Schächtele, Sulav Duwal, Peter M. Todd","Thu 18:45 - Posters (18:45, Thu Jul 21)",Competitive Mate Choice: How Need for Speed Beats Quests for Quality and Harmony,2011
https://mindmodeling.org/cogsci2011/papers/0141/index.html,"Aida Nematzadeh, Afsaneh Fazly, Suzanne Stevenson","Thu 18:45 - Posters (18:45, Thu Jul 21)",A Computational Study of Late Talking in Word-Meaning Acquisition,2011
https://mindmodeling.org/cogsci2011/papers/0142/index.html,"Tsvi Achler, Luis Bettencourt, Garrett Kenyon","Thu 18:45 - Posters (18:45, Thu Jul 21)",Asymmetry and Similarity Phenomena in Backwards Masking Experiments Suggest Internal Reconstruction.,2011
https://mindmodeling.org/cogsci2011/papers/0143/index.html,"Roman Kutlak, Kees van Deemter, Chris Mellish","Thu 18:45 - Posters (18:45, Thu Jul 21)",Audience Design in the Generation of References to Famous People,2011
https://mindmodeling.org/cogsci2011/papers/0144/index.html,"Gaëlle Bustin, Rémi Capa, Axel Cleermans, Michel Hansenne","Thu 18:45 - Posters (18:45, Thu Jul 21)",(Un)conscious Updating? Conscious and Unconscious Reward Cues Can Affect Executive Control,2011
https://mindmodeling.org/cogsci2011/papers/0145/index.html,"William Jimenez-Leal, Christian Gaviria, Miguel Uribe","Thu 18:45 - Posters (18:45, Thu Jul 21)",The role of reliability in causal belief updating,2011
https://mindmodeling.org/cogsci2011/papers/0146/index.html,"Tobias Gerstenberg, Anastasia Ejova, David Lagnado","Thu 18:45 - Posters (18:45, Thu Jul 21)",Blame the Skilled,2011
https://mindmodeling.org/cogsci2011/papers/0147/index.html,Marzieh Asgari-Targhi,"Thu 18:45 - Posters (18:45, Thu Jul 21)",A Causal Spectrum: A Causal Model based on Multi-faceted Notion of Causality,2011
https://mindmodeling.org/cogsci2011/papers/0148/index.html,Ellen Campana,"Thu 18:45 - Posters (18:45, Thu Jul 21)","Creativity, expertise and the questions people ask in engineering design",2011
https://mindmodeling.org/cogsci2011/papers/0149/index.html,Keiga Abe,"Thu 18:45 - Posters (18:45, Thu Jul 21)",Interaction between Body and Environment in Insight Problem Solving,2011
https://mindmodeling.org/cogsci2011/papers/0150/index.html,"Kyle Albarado, Michael Kalish","Thu 18:45 - Posters (18:45, Thu Jul 21)",Grounding lexical choice in Bayesian inference,2011
https://mindmodeling.org/cogsci2011/papers/0151/index.html,"David Reitter, Christian Lebiere","Thu 18:45 - Posters (18:45, Thu Jul 21)",Towards Cognitive Models of Communication and Group Intelligence,2011
https://mindmodeling.org/cogsci2011/papers/0152/index.html,"Ikuya Nomura, Yasushi Onuki, Kazuyuki Samejima, Yuichi Washida, Kazuhiro Ueda, Hiroyuki Okada, Takashi Omori","Thu 18:45 - Posters (18:45, Thu Jul 21)",The effect of risk attitude on product choices,2011
https://mindmodeling.org/cogsci2011/papers/0153/index.html,"Jesse R. Sparks, David N. Rapp","Thu 18:45 - Posters (18:45, Thu Jul 21)",Unreliable and Anomalous: How the Credibility of Data Affects Belief Revision,2011
https://mindmodeling.org/cogsci2011/papers/0154/index.html,Kenpei Shiina,"Thu 18:45 - Posters (18:45, Thu Jul 21)",Tracing the Process of Rating Decisions through Cursor Movements,2011
https://mindmodeling.org/cogsci2011/papers/0155/index.html,Andrés Pomi,"Thu 18:45 - Posters (18:45, Thu Jul 21)",Associative memory models provide a possible mechanism for both heuristics and biases and Bayesian inference,2011
https://mindmodeling.org/cogsci2011/papers/0156/index.html,"Holger Schultheis, Kenny Coventry","Thu 18:45 - Posters (18:45, Thu Jul 21)","Meaning, Action, and History: Spatial Language as a Dynamic System",2011
https://mindmodeling.org/cogsci2011/papers/0157/index.html,"Daniel Belenky, Timothy Nokes, Matthew Bernacki","Thu 18:45 - Posters (18:45, Thu Jul 21)",Achievement Goals and Learning in a Lecture Course: Moving Towards Mastery Goals Predicts Deeper Learning,2011
https://mindmodeling.org/cogsci2011/papers/0158/index.html,"Corinne Townsend, Evan Heit","Thu 18:45 - Posters (18:45, Thu Jul 21)",Framing influences aggregate judgments of learning,2011
https://mindmodeling.org/cogsci2011/papers/0159/index.html,"Janine Fitzpatrick, John Logan","Thu 18:45 - Posters (18:45, Thu Jul 21)",Categorizing Emotion in Spoken Language: An Analysis of Semantic and Prosodic Contributions to Emotional Communication,2011
https://mindmodeling.org/cogsci2011/papers/0160/index.html,Delayne Connor,"Thu 18:45 - Posters (18:45, Thu Jul 21)",Controlling the Writing Process:  How an Adolescent with Specific Learning Disabilities uses Metacognition to Compose Expository Discourse,2011
https://mindmodeling.org/cogsci2011/papers/0161/index.html,"Seth Rogers, Joshua Silverman, Rick Alterman","Thu 18:45 - Posters (18:45, Thu Jul 21)",Visualizing the persistence of conversations within a student co-blogging community,2011
https://mindmodeling.org/cogsci2011/papers/0162/index.html,"Ut Na Sio, Padraic Monaghan, Tom Ormerod","Thu 18:45 - Posters (18:45, Thu Jul 21)",The moderating effect of problem difficulty on the sleep role on insight problem problem,2011
https://mindmodeling.org/cogsci2011/papers/0163/index.html,"Colin Widmer, Dahee Kim, Christine Szostak, Mark Pitt","Thu 18:45 - Posters (18:45, Thu Jul 21)",The use of lexical and duration information in segmenting speech with unclear word boundaries,2011
https://mindmodeling.org/cogsci2011/papers/0164/index.html,"Lisa Boucher, Jordan Schoenherr, Robert Thosmon, Guy Lacroix","Thu 18:45 - Posters (18:45, Thu Jul 21)",The Category-Order Effect in Supraspan Recall,2011
https://mindmodeling.org/cogsci2011/papers/0165/index.html,"Lara L. Jones, Zachary Estes, Sabrina Golonka","Thu 18:45 - Posters (18:45, Thu Jul 21)","Dissociation of Thematic, Taxonomic, and Integrative Relations",2011
https://mindmodeling.org/cogsci2011/papers/0166/index.html,"John Voiklis, James Corter","Thu 18:45 - Posters (18:45, Thu Jul 21)",The Social-Pragmatics of Category Learning,2011
https://mindmodeling.org/cogsci2011/papers/0167/index.html,"George Kachergis, Chen Yu, Richard Shiffrin","Thu 18:45 - Posters (18:45, Thu Jul 21)",Active Cross-situational Learning,2011
https://mindmodeling.org/cogsci2011/papers/0168/index.html,"John Voiklis, Jeffrey Nickerson","Thu 18:45 - Posters (18:45, Thu Jul 21)",Tort Reform: Negligence Explains Attributions of Intentionality for Negative Side Effects,2011
https://mindmodeling.org/cogsci2011/papers/0169/index.html,"Michelle D. Greenwood, Justin L. Matthews, Teenie Matlock, Michael J. Spivey","Thu 18:45 - Posters (18:45, Thu Jul 21)",Looking at the Social Dynamics of Viewpoint,2011
https://mindmodeling.org/cogsci2011/papers/0170/index.html,"Magda Osman, Maarten Speekenbrink","Thu 18:45 - Posters (18:45, Thu Jul 21)",Controlling Stable and Unstable Dynamic Decision Making Environments,2011
https://mindmodeling.org/cogsci2011/papers/0171/index.html,"Antonio Román, Abderrahman El Fathi, Julio Santiago","Thu 18:45 - Posters (18:45, Thu Jul 21)",Spatial biases in understanding descriptions of static scenes: The role of reading and writing direction,2011
https://mindmodeling.org/cogsci2011/papers/0172/index.html,"Haley A. Vlach, Catherine M. Sandhofer","Thu 18:45 - Posters (18:45, Thu Jul 21)",Retrieval Dynamics of In-the-Moment and Long-Term Statistical Word Learning,2011
https://mindmodeling.org/cogsci2011/papers/0173/index.html,"Fraser Milton, Lotta Viika, Holly Henderson, Andy Wills","Thu 18:45 - Posters (18:45, Thu Jul 21)",The effect of time pressure and the spatial integration of the stimulus dimensions on overall similarity categorization.,2011
https://mindmodeling.org/cogsci2011/papers/0174/index.html,"Xiaowei Zhao, Ping Li, Youyi Liu, Xiaoping Fang, Hua Shu","Thu 18:45 - Posters (18:45, Thu Jul 21)",Cross-Language Priming in Chinese-English Bilinguals  with Different Second Language Proficiency Levels,2011
https://mindmodeling.org/cogsci2011/papers/0175/index.html,"Trina Kershaw, Katja Hölttä-Otto, Yoon Soo Lee","Thu 18:45 - Posters (18:45, Thu Jul 21)",The Effect of Prototyping and Critical Feedback on Fixation in Engineering Design,2011
https://mindmodeling.org/cogsci2011/papers/0176/index.html,"Na-Yung Yu, Takashi Yamauchi","Thu 18:45 - Posters (18:45, Thu Jul 21)",Are Category Labels Features or Naïve Assumption?,2011
https://mindmodeling.org/cogsci2011/papers/0177/index.html,"George Kachergis, Gabriel Recchia, Richard Shiffrin","Thu 18:45 - Posters (18:45, Thu Jul 21)",Adaptive Magnitude and Valence Biases in a Dynamic Memory Task,2011
https://mindmodeling.org/cogsci2011/papers/0178/index.html,"Motoyuki Saito, Tsuneo Shimazaki","Thu 18:45 - Posters (18:45, Thu Jul 21)",Strategy Changes as a Function of Task Complexity in Causal Structure Learning,2011
https://mindmodeling.org/cogsci2011/papers/0179/index.html,"Daniel Casasanto, Gary Lupyan","Thu 18:45 - Posters (18:45, Thu Jul 21)",Ad Hoc Cognition,2011
https://mindmodeling.org/cogsci2011/papers/0180/index.html,"Tomas Veloz, Liane Gabora","Thu 18:45 - Posters (18:45, Thu Jul 21)",Toward a Formal Model of the Shifting Relationship between Concepts and Contexts in Associative Thought,2011
https://mindmodeling.org/cogsci2011/papers/0181/index.html,"Simone Chin, Alan Kersten, Jodi-Ann Thomas","Thu 18:45 - Posters (18:45, Thu Jul 21)",Motion influences childrens attention to object properties during noun learning,2011
https://mindmodeling.org/cogsci2011/papers/0182/index.html,"Haley A. Vlach, Scott P. Johnson","Thu 18:45 - Posters (18:45, Thu Jul 21)",Memory Constraints in Infants' Statistical Word Learning,2011
https://mindmodeling.org/cogsci2011/papers/0183/index.html,"Robert Teszka, Alan Kingstone, Gustav Kuhn","Thu 18:45 - Posters (18:45, Thu Jul 21)","Now You See It, Now You Dont: how social cues and questions misdirect our attention",2011
https://mindmodeling.org/cogsci2011/papers/0184/index.html,"Charles Coey, Sebastian Wallot, Michael Richardson, Guy van Orden","Thu 18:45 - Posters (18:45, Thu Jul 21)",Fractal Structure in Voluntary Eye Movements,2011
https://mindmodeling.org/cogsci2011/papers/0185/index.html,"Sara Dalzel-Job, Jon Oberlander, Tim Smith","Thu 18:45 - Posters (18:45, Thu Jul 21)","Don't Look Now: The relationship between mutual gaze, task performance and staring in Second Life",2011
https://mindmodeling.org/cogsci2011/papers/0186/index.html,"Marisa Tice, Tania Henetz","Thu 18:45 - Posters (18:45, Thu Jul 21)",Turn-boundary projection: Looking ahead,2011
https://mindmodeling.org/cogsci2011/papers/0187/index.html,"Q. Vera Liao, Wai-Tat Fu","Thu 18:45 - Posters (18:45, Thu Jul 21)",The Impact of User Reviews on Older and Younger Adults Attitude towards Online Medication Information,2011
https://mindmodeling.org/cogsci2011/papers/0188/index.html,"Maartje Ament, Anita Lai, Anna Cox","Thu 18:45 - Posters (18:45, Thu Jul 21)",The Effect of Repeated Cue Exposure on Post-Completion Errors,2011
https://mindmodeling.org/cogsci2011/papers/0189/index.html,"Devin Pierce, Shulan Lu, Derek Harter, Pratyush Kotturu, Paweena Kosito","Thu 18:45 - Posters (18:45, Thu Jul 21)",Cognitive Representations and Enacting Actions in Computer Simulated Environments,2011
https://mindmodeling.org/cogsci2011/papers/0190/index.html,"Evan F. Risko, Joseph Chisholm, Alan Kingstone","Thu 18:45 - Posters (18:45, Thu Jul 21)",A Natural Behavior Approach to the Recognition of Disoriented Objects,2011
https://mindmodeling.org/cogsci2011/papers/0191/index.html,"George Farmer, Christian Janssen, Duncan Brumby","Thu 18:45 - Posters (18:45, Thu Jul 21)",How Long Have I Got? Making Optimal Visit Durations in a Dual-Task Setting,2011
https://mindmodeling.org/cogsci2011/papers/0192/index.html,"Heeyoul Choi, Chen Yu, Linda B. Smith, Olaf Sporns","Thu 18:45 - Posters (18:45, Thu Jul 21)",From Data Streams to Information Flow: Information Exchange in Child-Parent Interaction,2011
https://mindmodeling.org/cogsci2011/papers/0193/index.html,"Caleb Strait, Patricia deWinstanley, Joy Hanna","Thu 18:45 - Posters (18:45, Thu Jul 21)",Tailoring the Level of Detail in Task Instructions to Cognitive Style,2011
https://mindmodeling.org/cogsci2011/papers/0194/index.html,"Eunsook Kim, Hyunjung Shin","Thu 18:45 - Posters (18:45, Thu Jul 21)","A hybrid cognitive architecture based on the relationship between consciousness, memory and attention",2011
https://mindmodeling.org/cogsci2011/papers/0195/index.html,Vera Zabotkina,"Thu 18:45 - Posters (18:45, Thu Jul 21)",Semantic innovations in lexicon: cognitive pragmatic interface,2011
https://mindmodeling.org/cogsci2011/papers/0196/index.html,"Katherine Livins, Leonidas Doumas","Thu 18:45 - Posters (18:45, Thu Jul 21)",The proper treatment of strcutured representations,2011
https://mindmodeling.org/cogsci2011/papers/0197/index.html,"Arielle Borovsky, Kim Sweeney, Anne Fernald, Jeff Elman","Thu 18:45 - Posters (18:45, Thu Jul 21)",Adults and children fast-map novel connections between words.,2011
